fpr,tpr,auc
0.0,0.0,0.7524322810947015
0.0,0.006369426751592357,0.7524322810947015
0.0,0.025477707006369428,0.7524322810947015
0.003663003663003663,0.025477707006369428,0.7524322810947015
0.003663003663003663,0.03184713375796178,0.7524322810947015
0.007326007326007326,0.03184713375796178,0.7524322810947015
0.007326007326007326,0.07643312101910828,0.7524322810947015
0.01098901098901099,0.07643312101910828,0.7524322810947015
0.01098901098901099,0.08917197452229299,0.7524322810947015
0.014652014652014652,0.08917197452229299,0.7524322810947015
0.014652014652014652,0.10191082802547771,0.7524322810947015
0.018315018315018316,0.10191082802547771,0.7524322810947015
0.018315018315018316,0.15286624203821655,0.7524322810947015
0.02197802197802198,0.15286624203821655,0.7524322810947015
0.02197802197802198,0.16560509554140126,0.7524322810947015
0.029304029304029304,0.16560509554140126,0.7524322810947015
0.029304029304029304,0.21019108280254778,0.7524322810947015
0.03296703296703297,0.21019108280254778,0.7524322810947015
0.03296703296703297,0.2229299363057325,0.7524322810947015
0.03663003663003663,0.2229299363057325,0.7524322810947015
0.03663003663003663,0.22929936305732485,0.7524322810947015
0.040293040293040296,0.22929936305732485,0.7524322810947015
0.040293040293040296,0.2356687898089172,0.7524322810947015
0.04395604395604396,0.2356687898089172,0.7524322810947015
0.04395604395604396,0.24203821656050956,0.7524322810947015
0.047619047619047616,0.24203821656050956,0.7524322810947015
0.047619047619047616,0.267515923566879,0.7524322810947015
0.05128205128205128,0.267515923566879,0.7524322810947015
0.05128205128205128,0.2802547770700637,0.7524322810947015
0.05860805860805861,0.2802547770700637,0.7524322810947015
0.05860805860805861,0.29936305732484075,0.7524322810947015
0.0695970695970696,0.29936305732484075,0.7524322810947015
0.0695970695970696,0.3184713375796178,0.7524322810947015
0.07692307692307693,0.3184713375796178,0.7524322810947015
0.07692307692307693,0.3248407643312102,0.7524322810947015
0.08058608058608059,0.3248407643312102,0.7524322810947015
0.08058608058608059,0.3375796178343949,0.7524322810947015
0.08424908424908426,0.3375796178343949,0.7524322810947015
0.08424908424908426,0.34394904458598724,0.7524322810947015
0.08791208791208792,0.34394904458598724,0.7524322810947015
0.08791208791208792,0.3821656050955414,0.7524322810947015
0.09157509157509157,0.3821656050955414,0.7524322810947015
0.09157509157509157,0.3885350318471338,0.7524322810947015
0.09523809523809523,0.3885350318471338,0.7524322810947015
0.09523809523809523,0.4012738853503185,0.7524322810947015
0.10256410256410256,0.4012738853503185,0.7524322810947015
0.10256410256410256,0.4140127388535032,0.7524322810947015
0.10622710622710622,0.4140127388535032,0.7524322810947015
0.10622710622710622,0.42038216560509556,0.7524322810947015
0.11721611721611722,0.42038216560509556,0.7524322810947015
0.11721611721611722,0.4267515923566879,0.7524322810947015
0.1282051282051282,0.4267515923566879,0.7524322810947015
0.1282051282051282,0.43312101910828027,0.7524322810947015
0.13553113553113552,0.43312101910828027,0.7524322810947015
0.13553113553113552,0.445859872611465,0.7524322810947015
0.1391941391941392,0.445859872611465,0.7524322810947015
0.1391941391941392,0.4585987261146497,0.7524322810947015
0.14285714285714285,0.4585987261146497,0.7524322810947015
0.14285714285714285,0.46496815286624205,0.7524322810947015
0.15384615384615385,0.46496815286624205,0.7524322810947015
0.15384615384615385,0.47770700636942676,0.7524322810947015
0.16117216117216118,0.47770700636942676,0.7524322810947015
0.16117216117216118,0.4840764331210191,0.7524322810947015
0.1684981684981685,0.4840764331210191,0.7524322810947015
0.1684981684981685,0.49044585987261147,0.7524322810947015
0.1794871794871795,0.49044585987261147,0.7524322810947015
0.1794871794871795,0.4968152866242038,0.7524322810947015
0.18681318681318682,0.4968152866242038,0.7524322810947015
0.18681318681318682,0.5031847133757962,0.7524322810947015
0.19413919413919414,0.5031847133757962,0.7524322810947015
0.19413919413919414,0.5286624203821656,0.7524322810947015
0.1978021978021978,0.5286624203821656,0.7524322810947015
0.1978021978021978,0.535031847133758,0.7524322810947015
0.20146520146520147,0.535031847133758,0.7524322810947015
0.20146520146520147,0.5414012738853503,0.7524322810947015
0.20512820512820512,0.5414012738853503,0.7524322810947015
0.20512820512820512,0.554140127388535,0.7524322810947015
0.2087912087912088,0.554140127388535,0.7524322810947015
0.2087912087912088,0.5605095541401274,0.7524322810947015
0.21245421245421245,0.5605095541401274,0.7524322810947015
0.21245421245421245,0.5668789808917197,0.7524322810947015
0.21611721611721613,0.5668789808917197,0.7524322810947015
0.21611721611721613,0.5732484076433121,0.7524322810947015
0.2271062271062271,0.5732484076433121,0.7524322810947015
0.2271062271062271,0.5796178343949044,0.7524322810947015
0.23443223443223443,0.5796178343949044,0.7524322810947015
0.23443223443223443,0.5859872611464968,0.7524322810947015
0.23809523809523808,0.5859872611464968,0.7524322810947015
0.23809523809523808,0.5923566878980892,0.7524322810947015
0.24175824175824176,0.5923566878980892,0.7524322810947015
0.24175824175824176,0.6114649681528662,0.7524322810947015
0.2783882783882784,0.6114649681528662,0.7524322810947015
0.2783882783882784,0.6496815286624203,0.7524322810947015
0.304029304029304,0.6496815286624203,0.7524322810947015
0.31135531135531136,0.6496815286624203,0.7524322810947015
0.315018315018315,0.6496815286624203,0.7524322810947015
0.315018315018315,0.6560509554140127,0.7524322810947015
0.3333333333333333,0.6560509554140127,0.7524322810947015
0.3333333333333333,0.6624203821656051,0.7524322810947015
0.34065934065934067,0.6624203821656051,0.7524322810947015
0.34065934065934067,0.6878980891719745,0.7524322810947015
0.358974358974359,0.6878980891719745,0.7524322810947015
0.358974358974359,0.7006369426751592,0.7524322810947015
0.3663003663003663,0.7006369426751592,0.7524322810947015
0.3663003663003663,0.7070063694267515,0.7524322810947015
0.38461538461538464,0.7070063694267515,0.7524322810947015
0.38461538461538464,0.7133757961783439,0.7524322810947015
0.3956043956043956,0.7133757961783439,0.7524322810947015
0.3956043956043956,0.7197452229299363,0.7524322810947015
0.3992673992673993,0.7197452229299363,0.7524322810947015
0.3992673992673993,0.732484076433121,0.7524322810947015
0.40293040293040294,0.732484076433121,0.7524322810947015
0.40293040293040294,0.7388535031847133,0.7524322810947015
0.4139194139194139,0.7388535031847133,0.7524322810947015
0.4139194139194139,0.7452229299363057,0.7524322810947015
0.4175824175824176,0.7452229299363057,0.7524322810947015
0.4175824175824176,0.7515923566878981,0.7524322810947015
0.4249084249084249,0.7515923566878981,0.7524322810947015
0.4249084249084249,0.7643312101910829,0.7524322810947015
0.43223443223443225,0.7643312101910829,0.7524322810947015
0.43223443223443225,0.7707006369426752,0.7524322810947015
0.4432234432234432,0.7707006369426752,0.7524322810947015
0.4432234432234432,0.7770700636942676,0.7524322810947015
0.4542124542124542,0.7770700636942676,0.7524322810947015
0.4542124542124542,0.7961783439490446,0.7524322810947015
0.45787545787545786,0.7961783439490446,0.7524322810947015
0.45787545787545786,0.8152866242038217,0.7524322810947015
0.47619047619047616,0.8152866242038217,0.7524322810947015
0.47619047619047616,0.8343949044585988,0.7524322810947015
0.4945054945054945,0.8343949044585988,0.7524322810947015
0.4945054945054945,0.8407643312101911,0.7524322810947015
0.5128205128205128,0.8407643312101911,0.7524322810947015
0.5128205128205128,0.8471337579617835,0.7524322810947015
0.5164835164835165,0.8471337579617835,0.7524322810947015
0.5164835164835165,0.8535031847133758,0.7524322810947015
0.5274725274725275,0.8535031847133758,0.7524322810947015
0.5274725274725275,0.8598726114649682,0.7524322810947015
0.5421245421245421,0.8598726114649682,0.7524322810947015
0.5421245421245421,0.8726114649681529,0.7524322810947015
0.5531135531135531,0.8726114649681529,0.7524322810947015
0.5531135531135531,0.8789808917197452,0.7524322810947015
0.5641025641025641,0.8789808917197452,0.7524322810947015
0.5641025641025641,0.8853503184713376,0.7524322810947015
0.5677655677655677,0.8853503184713376,0.7524322810947015
0.5677655677655677,0.8980891719745223,0.7524322810947015
0.5787545787545788,0.8980891719745223,0.7524322810947015
0.5787545787545788,0.9044585987261147,0.7524322810947015
0.5897435897435898,0.9044585987261147,0.7524322810947015
0.5897435897435898,0.910828025477707,0.7524322810947015
0.6227106227106227,0.910828025477707,0.7524322810947015
0.6227106227106227,0.9171974522292994,0.7524322810947015
0.6483516483516484,0.9171974522292994,0.7524322810947015
0.6483516483516484,0.9235668789808917,0.7524322810947015
0.6923076923076923,0.9235668789808917,0.7524322810947015
0.6923076923076923,0.9363057324840764,0.7524322810947015
0.6996336996336996,0.9363057324840764,0.7524322810947015
0.6996336996336996,0.9426751592356688,0.7524322810947015
0.7032967032967034,0.9426751592356688,0.7524322810947015
0.7032967032967034,0.9490445859872612,0.7524322810947015
0.706959706959707,0.9490445859872612,0.7524322810947015
0.706959706959707,0.9554140127388535,0.7524322810947015
0.7619047619047619,0.9554140127388535,0.7524322810947015
0.7619047619047619,0.9617834394904459,0.7524322810947015
0.7655677655677655,0.9617834394904459,0.7524322810947015
0.7655677655677655,0.9745222929936306,0.7524322810947015
0.7985347985347986,0.9745222929936306,0.7524322810947015
0.7985347985347986,0.9872611464968153,0.7524322810947015
0.8278388278388278,0.9872611464968153,0.7524322810947015
0.8278388278388278,0.9936305732484076,0.7524322810947015
0.9597069597069597,0.9936305732484076,0.7524322810947015
0.9597069597069597,1.0,0.7524322810947015
1.0,1.0,0.7524322810947015
